ad_id,ad_text,industry,platform,date,day_of_week,hour,impressions,clicks,ctr,cpc,cost,conversions,cvr,revenue,roi,sentiment_score,performance
AD_0303,💎 Luxury items at affordable prices. Shop today!,ecommerce,Instagram,2024-02-15,Thursday,3,48945,752,0.0154,0.83,621.09,35,0.0469,3559.31,4.731,0.6,High
AD_0304,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-05-30,Thursday,14,28733,1539,0.0536,1.47,2255.6,33,0.0221,3926.49,0.741,0.5,High
AD_0305,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-08-16,Friday,23,35622,682,0.0192,1.19,811.26,0,0.001,0.0,-1.0,0.75,Low
AD_0306,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-09-11,Wednesday,3,14171,167,0.0118,3.88,648.72,0,0.0042,0.0,-1.0,0.5,Low
AD_0307,⚕️ Trusted healthcare providers in your area,healthcare,LinkedIn,2024-12-30,Monday,8,19489,149,0.0077,1.31,195.42,3,0.0249,531.51,1.72,0.55,High
AD_0308,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-03-25,Monday,14,26643,293,0.011,0.72,211.32,6,0.0227,2936.9,12.898,0.5,High
AD_0309,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-11-28,Thursday,11,14489,285,0.0197,1.44,411.14,5,0.0187,442.11,0.075,0.5,Medium
AD_0310,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-07-30,Tuesday,20,8239,170,0.0207,0.86,146.28,3,0.0194,1038.23,6.097,0.5,High
AD_0311,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,LinkedIn,2024-06-03,Monday,8,30139,183,0.0061,3.66,670.66,2,0.0162,170.21,-0.746,0.7,Low
AD_0312,📈 Grow your wealth with expert financial advice. Start now!,finance,Instagram,2024-11-25,Monday,14,2898,49,0.0171,0.89,43.67,0,0.0125,0.0,-1.0,0.65,Low
AD_0313,"🔥 Join 10,000+ companies using our AI-powered platform",tech,LinkedIn,2024-09-06,Friday,20,3307,21,0.0066,4.09,85.95,0,0.0164,0.0,-1.0,0.65,Low
AD_0314,🚀 Revolutionary AI software that transforms your business operations!,tech,Twitter,2024-11-01,Friday,10,2283,10,0.0047,0.79,7.87,0,0.0164,0.0,-1.0,0.65,Low
AD_0315,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-11-01,Friday,18,24172,246,0.0102,1.22,300.98,4,0.0186,557.63,0.853,0.5,High
AD_0316,📈 Grow your wealth with expert financial advice. Start now!,finance,Facebook,2024-11-18,Monday,17,19888,371,0.0187,1.55,575.58,6,0.0165,295.19,-0.487,0.65,Low
AD_0317,💳 Get approved for loans in 24 hours. Apply today!,finance,LinkedIn,2024-11-11,Monday,7,37116,228,0.0062,2.79,636.88,2,0.0116,447.69,-0.297,0.6,Low
AD_0318,👗 New collection just dropped. Be the first to shop!,ecommerce,LinkedIn,2024-11-02,Saturday,19,34866,245,0.007,4.35,1066.26,15,0.0647,1747.67,0.639,0.65,High
AD_0319,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-11-29,Friday,4,41718,1556,0.0373,3.73,5796.31,32,0.0208,8713.54,0.503,0.6,High
AD_0320,📊 Smart investment tools for modern investors,finance,Google Ads,2024-11-06,Wednesday,5,22447,896,0.0399,1.49,1338.12,19,0.0215,2526.74,0.888,0.5,High
AD_0321,🚀 Revolutionary AI software that transforms your business operations!,tech,Facebook,2024-02-21,Wednesday,0,10528,149,0.0142,1.11,165.04,6,0.0435,907.46,4.498,0.65,High
AD_0322,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,LinkedIn,2024-08-16,Friday,10,45898,405,0.0088,4.18,1694.87,20,0.05,1766.17,0.042,0.5,Medium
AD_0323,⚡ Speed up your workflow with cutting-edge technology,tech,Facebook,2024-04-13,Saturday,1,7701,117,0.0153,0.65,76.45,5,0.0447,1204.86,14.76,0.65,High
AD_0324,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-07-23,Tuesday,3,13109,493,0.0377,2.44,1201.22,5,0.0122,746.31,-0.379,0.5,Low
AD_0325,⭐ Award-winning software trusted by industry leaders,tech,Google Ads,2024-06-23,Sunday,11,16282,668,0.041,1.8,1204.79,22,0.0333,6959.84,4.777,0.55,High
AD_0326,⭐ Award-winning software trusted by industry leaders,tech,LinkedIn,2024-07-14,Sunday,7,49200,418,0.0085,3.72,1553.31,15,0.0379,3157.4,1.033,0.55,High
AD_0327,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-06-26,Wednesday,20,32655,598,0.0183,2.08,1245.23,2,0.0041,579.25,-0.535,0.6,Low
AD_0328,🚀 Revolutionary AI software that transforms your business operations!,tech,LinkedIn,2024-07-05,Friday,12,33762,371,0.011,5.64,2092.0,15,0.0424,5674.44,1.712,0.65,High
AD_0329,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-07-09,Tuesday,22,10885,116,0.0107,2.59,300.55,0,0.0041,0.0,-1.0,0.6,Low
AD_0330,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-12-15,Sunday,2,14615,300,0.0206,1.34,403.12,7,0.0258,1133.2,1.811,0.6,High
AD_0331,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-01-26,Friday,4,45096,1005,0.0223,1.44,1447.73,17,0.0177,1315.15,-0.092,0.65,Low
AD_0332,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-05-27,Monday,19,15868,646,0.0407,2.14,1385.62,47,0.0733,5733.53,3.138,0.8,High
AD_0333,💎 Luxury items at affordable prices. Shop today!,ecommerce,Instagram,2024-07-15,Monday,19,32259,435,0.0135,0.36,156.26,22,0.0525,1404.01,7.985,0.6,High
AD_0334,💊 Prescription delivery to your door. Order now!,healthcare,Twitter,2024-11-04,Monday,22,12190,58,0.0048,0.5,29.12,1,0.032,112.24,2.854,0.6,High
AD_0335,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-06-16,Sunday,14,5378,95,0.0178,0.97,92.59,2,0.0226,396.14,3.278,0.65,High
AD_0336,🎯 Financial planning made simple. Book consultation,finance,Twitter,2024-05-11,Saturday,14,31119,174,0.0056,0.14,24.06,0,0.001,0.0,-1.0,0.5,Low
AD_0337,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-10-10,Thursday,3,44056,2086,0.0474,4.86,10145.72,67,0.0324,6647.0,-0.345,0.55,Low
AD_0338,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-05-01,Wednesday,21,28005,183,0.0066,1.05,191.42,11,0.0619,726.39,2.795,0.75,High
AD_0339,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-02-29,Thursday,21,45602,924,0.0203,1.84,1698.96,64,0.07,5152.73,2.033,0.8,High
AD_0340,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-02-05,Monday,2,45199,1531,0.0339,1.85,2827.92,3,0.0022,188.91,-0.933,0.6,Low
AD_0341,🌟 Transform your business with AI. Limited time offer!,tech,LinkedIn,2024-02-07,Wednesday,23,4311,53,0.0123,5.64,299.12,2,0.0477,353.16,0.181,0.75,Medium
AD_0342,👗 New collection just dropped. Be the first to shop!,ecommerce,Twitter,2024-08-04,Sunday,1,14654,121,0.0083,0.93,113.05,6,0.0566,557.06,3.928,0.65,High
AD_0343,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-06-08,Saturday,11,39211,652,0.0166,1.48,962.6,16,0.0255,431.69,-0.552,0.75,Low
AD_0344,🏥 Book your health checkup online. Easy scheduling!,healthcare,Google Ads,2024-04-21,Sunday,19,14395,471,0.0328,1.51,712.54,8,0.0179,1207.07,0.694,0.5,High
AD_0345,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-02-10,Saturday,18,37636,1442,0.0383,4.01,5776.39,29,0.0207,3302.01,-0.428,0.8,Low
AD_0346,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-09-12,Thursday,15,47619,606,0.0127,1.3,789.97,11,0.0184,1117.92,0.415,0.5,Medium
AD_0347,📈 Grow your wealth with expert financial advice. Start now!,finance,Instagram,2024-05-15,Wednesday,17,28997,554,0.0191,1.05,579.9,1,0.0026,120.95,-0.791,0.65,Low
AD_0348,📦 Free shipping on orders over $50. Limited time!,ecommerce,Google Ads,2024-10-23,Wednesday,8,10428,381,0.0365,2.59,987.87,11,0.0313,1043.28,0.056,0.75,Medium
AD_0349,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-11-24,Sunday,17,36426,1675,0.046,2.16,3625.71,26,0.0156,2958.16,-0.184,0.5,Low
AD_0350,🎯 Smart automation for modern businesses. Get started today!,tech,LinkedIn,2024-01-12,Friday,5,35591,180,0.0051,4.15,747.18,5,0.0315,1347.62,0.804,0.6,High
AD_0351,⚡ Lightning deals! Save big on trending products,ecommerce,LinkedIn,2024-12-23,Monday,10,48775,230,0.0047,2.53,581.79,17,0.0752,681.7,0.172,0.8,Medium
AD_0352,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-03-11,Monday,4,23967,242,0.0101,1.59,385.46,12,0.0514,663.47,0.721,0.7,High
AD_0353,💊 Prescription delivery to your door. Order now!,healthcare,Facebook,2024-02-25,Sunday,23,18297,322,0.0176,0.18,59.36,2,0.0065,327.36,4.514,0.6,High
AD_0354,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Facebook,2024-10-16,Wednesday,16,9767,83,0.0085,0.81,67.49,0,0.0053,0.0,-1.0,0.65,Low
AD_0355,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-06-12,Wednesday,14,49515,736,0.0149,1.33,982.18,4,0.0066,617.58,-0.371,0.5,Low
AD_0356,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-05-23,Thursday,9,19693,159,0.0081,0.5,80.06,5,0.035,591.84,6.392,0.65,High
AD_0357,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-12-09,Monday,1,28734,523,0.0182,1.31,685.08,24,0.0465,1911.82,1.791,0.75,High
AD_0358,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-10-19,Saturday,19,15973,592,0.0371,1.72,1019.47,2,0.0035,166.24,-0.837,0.5,Low
AD_0359,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Google Ads,2024-04-15,Monday,14,3352,86,0.0258,2.64,227.29,0,0.0105,0.0,-1.0,0.65,Low
AD_0360,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Facebook,2024-08-23,Friday,14,10569,137,0.0131,1.69,231.47,1,0.0121,97.65,-0.578,0.5,Low
AD_0361,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-03-24,Sunday,16,9491,88,0.0093,0.78,69.06,1,0.0217,165.37,1.395,0.5,High
AD_0362,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-06-15,Saturday,3,14283,235,0.0165,1.03,241.63,6,0.0286,1904.76,6.883,0.5,High
AD_0363,💎 Luxury items at affordable prices. Shop today!,ecommerce,Instagram,2024-07-23,Tuesday,21,49980,416,0.0083,1.2,498.65,16,0.0401,1247.49,1.502,0.6,High
AD_0364,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-03-26,Tuesday,12,27421,592,0.0216,1.62,961.86,38,0.0648,3129.36,2.253,0.7,High
AD_0365,🚀 Revolutionary AI software that transforms your business operations!,tech,Facebook,2024-03-20,Wednesday,9,26552,408,0.0154,1.33,544.46,9,0.0236,3578.33,5.572,0.65,High
AD_0366,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-10-23,Wednesday,8,30535,333,0.0109,1.21,404.22,0,0.001,0.0,-1.0,0.5,Low
AD_0367,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-02-16,Friday,0,3454,283,0.082,3.46,978.28,14,0.051,306.97,-0.686,0.8,Low
AD_0368,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-03-09,Saturday,4,49077,2374,0.0484,2.72,6464.97,2,0.001,116.7,-0.982,0.55,Low
AD_0369,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-07-13,Saturday,17,20503,340,0.0166,1.15,391.93,3,0.0098,274.2,-0.3,0.5,Low
AD_0370,📦 Free shipping on orders over $50. Limited time!,ecommerce,Google Ads,2024-06-03,Monday,23,37188,2059,0.0554,3.29,6772.33,190,0.0927,17297.92,1.554,0.75,High
AD_0371,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-01-08,Monday,14,16906,213,0.0126,1.41,299.4,9,0.0461,2596.33,7.672,0.75,High
AD_0372,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-08-11,Sunday,13,21620,374,0.0173,1.54,577.27,13,0.035,3985.43,5.904,0.5,High
AD_0373,⚕️ Trusted healthcare providers in your area,healthcare,Instagram,2024-04-22,Monday,3,11433,169,0.0148,1.18,199.4,3,0.0187,265.77,0.333,0.55,Medium
AD_0374,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-05-06,Monday,5,35782,553,0.0155,0.55,303.61,10,0.0181,1002.56,2.302,0.5,High
AD_0375,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-02-04,Sunday,13,16271,105,0.0065,1.3,136.75,1,0.0186,61.76,-0.548,0.5,Low
AD_0376,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-06-18,Tuesday,18,31622,706,0.0223,1.79,1265.96,12,0.0177,2154.09,0.702,0.65,High
AD_0377,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-06-02,Sunday,9,37469,314,0.0084,4.48,1407.04,5,0.0191,239.3,-0.83,0.6,Low
AD_0378,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-05-09,Thursday,5,35324,542,0.0154,1.21,656.42,15,0.0279,702.17,0.07,0.5,Medium
AD_0379,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-07-25,Thursday,16,24071,391,0.0163,0.66,258.16,23,0.0602,3524.12,12.651,0.65,High
AD_0380,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-05-16,Thursday,23,16373,240,0.0147,0.8,192.8,0,0.0038,0.0,-1.0,0.65,Low
AD_0381,💳 Get approved for loans in 24 hours. Apply today!,finance,Google Ads,2024-02-09,Friday,4,19691,877,0.0445,0.76,668.12,17,0.0197,2160.64,2.234,0.6,High
AD_0382,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-03-08,Friday,19,38713,261,0.0067,1.19,309.68,11,0.0447,1094.43,2.534,0.5,High
AD_0383,📈 Grow your wealth with expert financial advice. Start now!,finance,Facebook,2024-03-09,Saturday,20,24545,312,0.0127,1.1,342.39,7,0.0233,1343.03,2.922,0.65,High
AD_0384,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-10-19,Saturday,18,15087,191,0.0127,1.36,259.88,2,0.0114,321.04,0.235,0.5,Medium
AD_0385,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-12-01,Sunday,20,6793,60,0.0089,0.81,48.41,1,0.0303,96.11,0.985,0.5,High
AD_0386,👗 New collection just dropped. Be the first to shop!,ecommerce,LinkedIn,2024-06-19,Wednesday,2,49695,573,0.0115,3.31,1895.3,22,0.0389,2806.33,0.481,0.65,Medium
AD_0387,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Google Ads,2024-09-02,Monday,9,7318,365,0.0499,3.43,1250.57,9,0.0252,815.49,-0.348,0.5,Low
AD_0388,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-05-16,Thursday,16,10821,159,0.0148,1.08,171.55,6,0.0381,229.29,0.337,0.7,Medium
AD_0389,🎯 Smart automation for modern businesses. Get started today!,tech,Instagram,2024-06-28,Friday,14,26599,95,0.0036,0.99,93.85,0,0.0076,0.0,-1.0,0.6,Low
AD_0390,🚀 Revolutionary AI software that transforms your business operations!,tech,Facebook,2024-05-23,Thursday,9,10083,100,0.01,0.52,52.01,2,0.0246,549.11,9.558,0.65,High
AD_0391,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-08-26,Monday,19,30320,621,0.0205,0.75,466.59,14,0.0234,5709.0,11.236,0.65,High
AD_0392,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,LinkedIn,2024-08-13,Tuesday,17,43156,414,0.0096,2.0,827.75,7,0.019,730.64,-0.117,0.5,Low
AD_0393,⭐ Award-winning software trusted by industry leaders,tech,LinkedIn,2024-12-19,Thursday,18,20604,192,0.0093,2.68,514.08,4,0.0217,1589.41,2.092,0.55,High
AD_0394,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-08-22,Thursday,15,11293,202,0.0179,1.21,243.79,0,0.0022,0.0,-1.0,0.65,Low
AD_0395,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-06-23,Sunday,3,25472,199,0.0078,2.11,419.47,1,0.009,203.79,-0.514,0.55,Low
AD_0396,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-07-14,Sunday,20,32128,409,0.0127,2.17,888.42,18,0.0442,1676.36,0.887,0.75,High
AD_0397,💰 Secure your financial future with our investment platform,finance,Instagram,2024-04-06,Saturday,22,12950,214,0.0166,0.71,152.07,2,0.0123,269.75,0.774,0.55,High
AD_0398,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,LinkedIn,2024-07-22,Monday,16,49861,307,0.0062,3.69,1132.85,2,0.0087,206.29,-0.818,0.5,Low
AD_0399,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-05-24,Friday,9,5025,129,0.0257,1.22,157.35,2,0.0227,189.62,0.205,0.65,Medium
AD_0400,⚕️ Trusted healthcare providers in your area,healthcare,Instagram,2024-10-27,Sunday,10,21936,432,0.0197,1.31,567.87,14,0.0343,1770.58,2.118,0.55,High
AD_0401,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-01-26,Friday,10,46671,403,0.0086,0.73,295.6,9,0.0237,1140.85,2.859,0.5,High
AD_0402,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-04-20,Saturday,8,47681,566,0.0119,0.98,556.68,36,0.0645,10169.04,17.267,0.75,High
AD_0403,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-02-01,Thursday,18,43512,865,0.0199,1.13,977.6,9,0.0115,1107.89,0.133,0.65,Medium
AD_0404,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-04-30,Tuesday,20,24852,593,0.0239,1.47,870.34,14,0.025,2138.18,1.457,0.65,High
AD_0405,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-08-19,Monday,22,33430,670,0.0201,1.45,970.44,11,0.0177,1504.68,0.551,0.5,High
AD_0406,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-08-05,Monday,12,37081,1568,0.0423,3.12,4892.04,52,0.0337,13774.09,1.816,0.6,High
AD_0407,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-09-17,Tuesday,22,45769,908,0.0199,1.78,1616.86,36,0.0403,1474.86,-0.088,0.65,Low
AD_0408,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-07-16,Tuesday,11,20029,283,0.0141,0.86,242.54,10,0.0357,3676.25,14.157,0.75,High
AD_0409,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-04-29,Monday,5,39405,996,0.0253,0.45,450.94,7,0.0072,1610.01,2.57,0.5,High
AD_0410,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-10-24,Thursday,15,14979,293,0.0196,1.38,403.79,3,0.0107,491.83,0.218,0.65,Medium
AD_0411,💳 Get approved for loans in 24 hours. Apply today!,finance,Instagram,2024-02-23,Friday,4,8866,26,0.0029,0.98,25.49,0,0.0169,0.0,-1.0,0.6,Low
AD_0412,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-11-23,Saturday,3,32030,849,0.0265,0.55,463.28,13,0.0162,4534.03,8.787,0.6,High
AD_0413,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-12-06,Friday,19,6366,88,0.0139,0.95,83.72,3,0.0381,678.5,7.105,0.5,High
AD_0414,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-02-29,Thursday,5,22542,184,0.0082,0.7,128.81,3,0.0192,506.33,2.931,0.5,High
AD_0415,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-10-07,Monday,14,9155,125,0.0137,1.22,152.33,0,0.0056,0.0,-1.0,0.5,Low
AD_0416,🌟 Transform your business with AI. Limited time offer!,tech,Google Ads,2024-05-21,Tuesday,21,6722,335,0.0499,3.21,1076.72,6,0.0181,1131.86,0.051,0.75,Medium
AD_0417,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-08-25,Sunday,9,21208,1596,0.0753,1.04,1654.4,15,0.01,2413.31,0.459,0.55,Medium
AD_0418,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-07-26,Friday,7,21313,311,0.0146,0.88,272.84,9,0.0319,888.11,2.255,0.5,High
AD_0419,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-12-17,Tuesday,6,16417,110,0.0067,1.63,179.13,2,0.023,195.81,0.093,0.6,Medium
AD_0420,💎 Luxury items at affordable prices. Shop today!,ecommerce,Twitter,2024-06-28,Friday,9,27536,205,0.0075,0.52,107.26,8,0.0405,752.21,6.013,0.6,High
AD_0421,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-03-03,Sunday,6,11521,493,0.0428,5.13,2531.17,9,0.0191,1136.16,-0.551,0.55,Low
AD_0422,📊 Smart investment tools for modern investors,finance,Google Ads,2024-01-21,Sunday,20,44798,2235,0.0499,1.97,4392.41,27,0.0123,0.0,-1.0,0.5,Low
AD_0423,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-08-03,Saturday,3,28794,269,0.0094,1.37,369.75,4,0.0157,492.44,0.332,0.5,Medium
AD_0424,🎯 Smart automation for modern businesses. Get started today!,tech,Instagram,2024-02-02,Friday,5,46026,351,0.0076,0.63,220.25,0,0.001,0.0,-1.0,0.6,Low
AD_0425,💎 Luxury items at affordable prices. Shop today!,ecommerce,LinkedIn,2024-12-17,Tuesday,16,48068,362,0.0075,4.84,1752.38,18,0.0516,1955.16,0.116,0.6,Medium
AD_0426,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-02-05,Monday,7,8415,130,0.0155,1.71,221.68,2,0.0178,283.84,0.28,0.5,Medium
AD_0427,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-12-27,Friday,0,33252,1746,0.0525,4.93,8615.48,46,0.0269,1283.34,-0.851,0.5,Low
AD_0428,🏥 Book your health checkup online. Easy scheduling!,healthcare,Facebook,2024-06-02,Sunday,16,39402,398,0.0101,0.68,270.16,5,0.0141,426.16,0.577,0.5,High
AD_0429,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Instagram,2024-05-29,Wednesday,2,23412,189,0.0081,1.73,326.09,0,0.0048,0.0,-1.0,0.5,Low
AD_0430,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Google Ads,2024-01-11,Thursday,10,17589,775,0.0441,3.08,2386.72,22,0.0287,1324.9,-0.445,0.5,Low
AD_0431,💡 Innovation meets efficiency. Discover our tech solutions,tech,Twitter,2024-11-03,Sunday,4,6141,21,0.0035,0.65,13.68,0,0.0432,0.0,-1.0,0.5,Low
AD_0432,💰 Secure your financial future with our investment platform,finance,Instagram,2024-04-21,Sunday,15,4273,55,0.0129,0.68,37.22,0,0.002,0.0,-1.0,0.55,Low
AD_0433,🔒 Protect your assets with our secure solutions,finance,Instagram,2024-06-23,Sunday,19,23063,95,0.0041,0.88,83.84,2,0.024,210.17,1.507,0.55,High
AD_0434,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-01-08,Monday,8,43712,609,0.0139,0.62,376.08,6,0.0114,1418.55,2.772,0.65,High
AD_0435,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-08-01,Thursday,23,20873,273,0.0131,1.65,451.07,2,0.011,348.6,-0.227,0.5,Low
AD_0436,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-10-28,Monday,9,26675,1162,0.0436,3.28,3810.12,16,0.0142,3000.68,-0.212,0.6,Low
AD_0437,📊 Smart investment tools for modern investors,finance,Google Ads,2024-02-17,Saturday,1,20555,679,0.0331,0.53,363.2,13,0.0202,2446.72,5.737,0.5,High
AD_0438,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-09-05,Thursday,19,15211,522,0.0344,2.95,1542.4,8,0.0154,2252.41,0.46,0.5,Medium
AD_0439,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-02-13,Tuesday,15,19624,436,0.0223,1.77,772.17,8,0.02,398.88,-0.483,0.6,Low
AD_0440,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-10-06,Sunday,4,17835,324,0.0182,1.31,424.56,2,0.0073,652.24,0.536,0.65,High
AD_0441,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-01-01,Monday,19,42334,324,0.0077,3.5,1135.25,22,0.0703,1897.94,0.672,0.75,High
AD_0442,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,LinkedIn,2024-08-09,Friday,13,20581,168,0.0082,2.6,437.53,2,0.0135,139.14,-0.682,0.5,Low
AD_0443,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-07-22,Monday,11,39811,1548,0.0389,3.2,4958.17,17,0.0113,2434.06,-0.509,0.65,Low
AD_0444,🚀 Revolutionary AI software that transforms your business operations!,tech,Instagram,2024-05-31,Friday,15,17402,201,0.0116,0.32,63.73,4,0.0214,1063.52,15.688,0.65,High
AD_0445,🌟 Transform your business with AI. Limited time offer!,tech,Facebook,2024-05-24,Friday,8,47163,928,0.0197,1.18,1095.55,45,0.0487,16138.68,13.731,0.75,High
AD_0446,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-11-02,Saturday,2,38623,843,0.0218,0.96,811.39,20,0.0247,4599.12,4.668,0.5,High
AD_0447,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Twitter,2024-10-11,Friday,21,26917,166,0.0062,0.5,82.9,1,0.0116,85.74,0.034,0.5,Medium
AD_0448,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-02-21,Wednesday,1,29230,360,0.0123,0.42,152.08,5,0.0146,1001.46,5.585,0.5,High
AD_0449,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-11-11,Monday,20,11825,389,0.0329,1.5,581.96,10,0.0269,904.56,0.554,0.8,High
AD_0450,🔒 Protect your assets with our secure solutions,finance,Instagram,2024-09-27,Friday,15,30267,368,0.0122,0.71,261.56,6,0.0167,663.51,1.537,0.55,High
AD_0451,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-01-25,Thursday,22,2306,20,0.0087,1.58,31.64,0,0.0239,0.0,-1.0,0.5,Low
AD_0452,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-04-23,Tuesday,6,19689,156,0.008,0.63,98.75,2,0.0179,259.93,1.632,0.5,High
AD_0453,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Instagram,2024-12-10,Tuesday,1,42243,766,0.0181,1.47,1124.36,6,0.0089,2193.35,0.951,0.65,High
